condition,condition_group,sex,min_age,max_age,value,diagnoses,mortality_flag
Unintentional injuries: Fall injuries,acute,2,35,44,0.03,W[01],NA
Unintentional injuries: Fall injuries,acute,1,45,54,0.18,W[01],NA
Unintentional injuries: Fall injuries,acute,2,45,54,0.06,W[01],NA
Unintentional injuries: Fall injuries,acute,1,55,64,0.2,W[01],NA
Unintentional injuries: Fall injuries,acute,2,55,64,0.04,W[01],NA
Unintentional injuries: Fall injuries,acute,1,65,74,0.12,W[01],NA
Unintentional injuries: Fall injuries,acute,2,65,74,0.01,W[01],NA
Unintentional injuries: Fall injuries,acute,1,75,84,0.05,W[01],NA
Unintentional injuries: Fall injuries,acute,2,75,84,0,W[01],NA
Unintentional injuries: Fall injuries,acute,1,85,1000,0,W[01],NA
Unintentional injuries: Fall injuries,acute,2,85,1000,0,W[01],NA
Unintentional injuries: Fall injuries,acute,1,16,24,0.03,W[01],NA
Unintentional injuries: Fall injuries,acute,2,16,24,0.01,W[01],NA
Unintentional injuries: Fall injuries,acute,1,25,34,0.05,W[01],NA
Unintentional injuries: Fall injuries,acute,2,25,34,0.01,W[01],NA
Unintentional injuries: Fall injuries,acute,1,35,44,0.07,W[01],NA
Unintentional injuries: Fall injuries,acute,2,35,44,0.01,W[01],NA
Unintentional injuries: Fall injuries,acute,1,45,54,0.08,W[01],NA
Unintentional injuries: Fall injuries,acute,2,45,54,0.03,W[01],NA
Unintentional injuries: Fall injuries,acute,1,55,64,0.09,W[01],NA
Unintentional injuries: Fall injuries,acute,2,55,64,0.02,W[01],NA
Unintentional injuries: Fall injuries,acute,1,65,74,0.06,W[01],NA
Unintentional injuries: Fall injuries,acute,2,65,74,0,W[01],NA
Unintentional injuries: Fall injuries,acute,1,75,84,0.02,W[01],NA
Unintentional injuries: Fall injuries,acute,2,75,84,0,W[01],NA
Unintentional injuries: Fall injuries,acute,1,85,1000,0,W[01],NA
Unintentional injuries: Fall injuries,acute,2,85,1000,0,W[01],NA
Unintentional injuries: Fire injuries,acute,1,16,24,0.07,X0,NA
Unintentional injuries: Fire injuries,acute,2,16,24,0.02,X0,NA
Unintentional injuries: Fire injuries,acute,1,25,34,0.12,X0,NA
Unintentional injuries: Fire injuries,acute,2,25,34,0.02,X0,NA
Unintentional injuries: Fire injuries,acute,1,35,44,0.17,X0,NA
Unintentional injuries: Fire injuries,acute,2,35,44,0.03,X0,NA
Unintentional injuries: Fire injuries,acute,1,45,54,0.18,X0,NA
Unintentional injuries: Fire injuries,acute,2,45,54,0.06,X0,NA
Unintentional injuries: Fire injuries,acute,1,55,64,0.2,X0,NA
Unintentional injuries: Fire injuries,acute,2,55,64,0.04,X0,NA
Unintentional injuries: Fire injuries,acute,1,65,74,0.12,X0,NA
Unintentional injuries: Fire injuries,acute,2,65,74,0.01,X0,NA
Unintentional injuries: Fire injuries,acute,1,75,84,0.05,X0,NA
Unintentional injuries: Fire injuries,acute,2,75,84,0,X0,NA
Unintentional injuries: Fire injuries,acute,1,85,1000,0,X0,NA
Unintentional injuries: Fire injuries,acute,2,85,1000,0,X0,NA
Unintentional injuries: Fire injuries,acute,1,16,24,0.03,X0,NA
Unintentional injuries: Fire injuries,acute,2,16,24,0.01,X0,NA
Unintentional injuries: Fire injuries,acute,1,25,34,0.05,X0,NA
Unintentional injuries: Fire injuries,acute,2,25,34,0.01,X0,NA
Unintentional injuries: Fire injuries,acute,1,35,44,0.07,X0,NA
Unintentional injuries: Fire injuries,acute,2,35,44,0.01,X0,NA
Unintentional injuries: Fire injuries,acute,1,45,54,0.08,X0,NA
Unintentional injuries: Fire injuries,acute,2,45,54,0.03,X0,NA
Unintentional injuries: Fire injuries,acute,1,55,64,0.09,X0,NA
Unintentional injuries: Fire injuries,acute,2,55,64,0.02,X0,NA
Unintentional injuries: Fire injuries,acute,1,65,74,0.06,X0,NA
Unintentional injuries: Fire injuries,acute,2,65,74,0,X0,NA
Unintentional injuries: Fire injuries,acute,1,75,84,0.02,X0,NA
Unintentional injuries: Fire injuries,acute,2,75,84,0,X0,NA
Unintentional injuries: Fire injuries,acute,1,85,1000,0,X0,NA
Unintentional injuries: Fire injuries,acute,2,85,1000,0,X0,NA
Unintentional injuries: Drowning,acute,1,16,24,0.07,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,16,24,0.07,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,16,24,0.02,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,16,24,0.02,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,25,34,0.12,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,25,34,0.12,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,25,34,0.02,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,25,34,0.02,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,35,44,0.17,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,35,44,0.17,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,35,44,0.03,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,35,44,0.03,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,45,54,0.18,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,45,54,0.18,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,45,54,0.06,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,45,54,0.06,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,55,64,0.2,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,55,64,0.2,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,55,64,0.04,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,55,64,0.04,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,65,74,0.12,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,65,74,0.12,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,65,74,0.01,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,65,74,0.01,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,75,84,0.05,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,75,84,0.05,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,75,84,0,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,75,84,0,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,85,1000,0,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,85,1000,0,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,85,1000,0,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,85,1000,0,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,16,24,0.03,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,16,24,0.03,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,16,24,0.01,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,16,24,0.01,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,25,34,0.05,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,25,34,0.05,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,25,34,0.01,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,25,34,0.01,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,35,44,0.07,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,35,44,0.07,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,35,44,0.01,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,35,44,0.01,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,45,54,0.08,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,45,54,0.08,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,45,54,0.03,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,45,54,0.03,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,55,64,0.09,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,55,64,0.09,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,55,64,0.02,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,55,64,0.02,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,65,74,0.06,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,65,74,0.06,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,65,74,0,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,65,74,0,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,75,84,0.02,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,75,84,0.02,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,75,84,0,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,75,84,0,W7[0-4],NA
Unintentional injuries: Drowning,acute,1,85,1000,0,W6[5-9],NA
Unintentional injuries: Drowning,acute,1,85,1000,0,W7[0-4],NA
Unintentional injuries: Drowning,acute,2,85,1000,0,W6[5-9],NA
Unintentional injuries: Drowning,acute,2,85,1000,0,W7[0-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.07,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.02,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.12,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.02,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.17,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.03,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.18,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.06,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,55,64,0.2,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V89[^2],NA
